"imfcode","year","CvHOwnPerc"
522,1998,33.3333333333333
522,1999,33.3333333333333
522,2000,44.4444444444444
522,2001,40
522,2002,33.3333333333333
522,2003,33.3333333333333
522,2004,33.3333333333333
522,2005,38.4615384615385
522,2006,35.7142857142857
522,2007,42.8571428571429
522,2008,42.8571428571429
522,2009,42.8571428571429
542,1995,0
542,1996,0
542,1997,0
542,1998,0
542,1999,0
542,2000,0
542,2001,6.25
542,2002,6.66666666666667
542,2003,12.5
542,2004,18.75
542,2005,18.75
542,2006,18.75
542,2007,18.75
542,2008,18.75
542,2009,18.75
443,1995,0
443,1996,0
443,1997,0
443,1998,0
443,1999,0
443,2000,0
443,2001,0
443,2002,0
443,2003,0
443,2004,0
443,2005,12.5
443,2006,11.1111111111111
443,2007,11.1111111111111
443,2008,11.1111111111111
443,2009,11.1111111111111
446,1995,28.125
446,1996,27.6923076923077
446,1997,28.5714285714286
446,1998,30.5084745762712
446,1999,30.3571428571429
446,2000,32.7272727272727
446,2001,32.7272727272727
446,2002,34
446,2003,34
446,2004,32
446,2005,34
446,2006,35.4166666666667
446,2007,39.5833333333333
446,2008,37.5
446,2009,37.5
672,1995,0
672,1996,0
672,1997,0
672,1998,0
672,1999,0
672,2000,0
672,2001,0
672,2002,0
672,2003,0
672,2004,0
672,2005,0
672,2006,0
672,2007,0
672,2008,0
672,2009,0
524,1995,0
524,1996,0
524,1997,0
524,1998,0
524,1999,0
524,2000,0
524,2001,0
524,2002,0
524,2003,0
524,2004,0
524,2005,0
524,2006,0
524,2007,0
524,2008,0
524,2009,0
946,1995,0
946,1996,0
946,1997,0
946,1998,9.09090909090909
946,1999,18.1818181818182
946,2000,50
946,2001,55.5555555555556
946,2002,66.6666666666667
946,2003,66.6666666666667
946,2004,66.6666666666667
946,2005,66.6666666666667
946,2006,66.6666666666667
946,2007,70
946,2008,70
946,2009,70
137,1995,96.969696969697
137,1996,97.0149253731343
137,1997,97.0588235294118
137,1998,97.1014492753623
137,1999,95.9459459459459
137,2000,95.8904109589041
137,2001,97.3333333333333
137,2002,97.3333333333333
137,2003,97.3684210526316
137,2004,97.3684210526316
137,2005,97.3684210526316
137,2006,97.3684210526316
137,2007,97.3684210526316
137,2008,97.3684210526316
137,2009,97.3684210526316
941,1995,12.5
941,1996,16.6666666666667
941,1997,26.9230769230769
941,1998,29.1666666666667
941,1999,31.8181818181818
941,2000,28.5714285714286
941,2001,27.2727272727273
941,2002,31.8181818181818
941,2003,31.8181818181818
941,2004,40.9090909090909
941,2005,45.4545454545455
941,2006,50
941,2007,57.1428571428571
941,2008,61.9047619047619
941,2009,61.9047619047619
686,1995,33.3333333333333
686,1996,33.3333333333333
686,1997,28.5714285714286
686,1998,35.7142857142857
686,1999,35.7142857142857
686,2000,35.7142857142857
686,2001,35.7142857142857
686,2002,30.7692307692308
686,2003,36.3636363636364
686,2004,40
686,2005,36.3636363636364
686,2006,40
686,2007,40
686,2008,40
686,2009,50
921,1995,7.69230769230769
921,1996,7.69230769230769
921,1997,21.4285714285714
921,1998,26.6666666666667
921,1999,31.25
921,2000,31.25
921,2001,31.25
921,2002,31.25
921,2003,31.25
921,2004,31.25
921,2005,31.25
921,2006,37.5
921,2007,41.1764705882353
921,2008,41.1764705882353
921,2009,43.75
674,1995,75
674,1996,75
674,1997,75
674,1998,80
674,1999,100
674,2000,100
674,2001,100
674,2002,100
674,2003,100
674,2004,100
674,2005,100
674,2006,100
674,2007,100
674,2008,100
674,2009,100
273,1995,31.8181818181818
273,1996,38.2978723404255
273,1997,43.75
273,1998,44.4444444444444
273,1999,43.1818181818182
273,2000,48.780487804878
273,2001,47.5
273,2002,56.0975609756098
273,2003,56.4102564102564
273,2004,54.0540540540541
273,2005,50
273,2006,47.3684210526316
273,2007,46.3414634146341
273,2008,47.6190476190476
273,2009,47.6190476190476
962,1995,0
962,1996,15.3846153846154
962,1997,15.3846153846154
962,1998,15.3846153846154
962,1999,21.4285714285714
962,2000,35.7142857142857
962,2001,37.5
962,2002,37.5
962,2003,43.75
962,2004,43.75
962,2005,46.6666666666667
962,2006,50
962,2007,64.2857142857143
962,2008,71.4285714285714
962,2009,71.4285714285714
678,1995,20
678,1996,16.6666666666667
678,1997,16.6666666666667
678,1998,28.5714285714286
678,1999,37.5
678,2000,37.5
678,2001,42.8571428571429
678,2002,37.5
678,2003,37.5
678,2004,37.5
678,2005,37.5
678,2006,44.4444444444444
678,2007,44.4444444444444
678,2008,55.5555555555556
678,2009,55.5555555555556
948,1995,0
948,1996,0
948,1997,0
948,1998,0
948,1999,0
948,2000,0
948,2001,14.2857142857143
948,2002,14.2857142857143
948,2003,14.2857142857143
948,2004,14.2857142857143
948,2005,14.2857142857143
948,2006,12.5
948,2007,12.5
948,2008,12.5
948,2009,12.5
688,1995,33.3333333333333
688,1996,33.3333333333333
688,1997,83.3333333333333
688,1998,85.7142857142857
688,1999,100
688,2000,100
688,2001,90.9090909090909
688,2002,90.9090909090909
688,2003,90
688,2004,90
688,2005,90
688,2006,90
688,2007,90
688,2008,90.9090909090909
688,2009,90.9090909090909
682,1995,25
682,1996,20
682,1997,20
682,1998,20
682,1999,16.6666666666667
682,2000,16.6666666666667
682,2001,16.6666666666667
682,2002,14.2857142857143
682,2003,14.2857142857143
682,2004,14.2857142857143
682,2005,14.2857142857143
682,2006,14.2857142857143
682,2007,25
682,2008,37.5
682,2009,37.5
684,1995,54.5454545454545
684,1996,58.3333333333333
684,1997,66.6666666666667
684,1998,66.6666666666667
684,1999,66.6666666666667
684,2000,69.2307692307692
684,2001,64.2857142857143
684,2002,66.6666666666667
684,2003,73.3333333333333
684,2004,73.3333333333333
684,2005,71.4285714285714
684,2006,71.4285714285714
684,2007,66.6666666666667
684,2008,69.2307692307692
684,2009,69.2307692307692
676,1995,42.8571428571429
676,1996,42.8571428571429
676,1997,42.8571428571429
676,1998,42.8571428571429
676,1999,42.8571428571429
676,2000,37.5
676,2001,50
676,2002,50
676,2003,50
676,2004,50
676,2005,50
676,2006,42.8571428571429
676,2007,42.8571428571429
676,2008,42.8571428571429
676,2009,42.8571428571429
548,1995,26.4150943396226
548,1996,25
548,1997,24.5283018867925
548,1998,24.0740740740741
548,1999,25
548,2000,26
548,2001,31.8181818181818
548,2002,29.5454545454545
548,2003,29.5454545454545
548,2004,30.2325581395349
548,2005,31.1111111111111
548,2006,32.5581395348837
548,2007,33.3333333333333
548,2008,33.3333333333333
548,2009,33.3333333333333
NA,1995,60
NA,1996,50
NA,1997,50
NA,1998,50
NA,1999,50
NA,2000,50
NA,2001,50
NA,2002,42.8571428571429
NA,2003,42.8571428571429
NA,2004,42.8571428571429
NA,2005,42.8571428571429
NA,2006,42.8571428571429
NA,2007,42.8571428571429
NA,2008,42.8571428571429
NA,2009,42.8571428571429
692,1995,75
692,1996,75
692,1997,75
692,1998,75
692,1999,83.3333333333333
692,2000,83.3333333333333
692,2001,83.3333333333333
692,2002,83.3333333333333
692,2003,83.3333333333333
692,2004,83.3333333333333
692,2005,83.3333333333333
692,2006,85.7142857142857
692,2007,85.7142857142857
692,2008,85.7142857142857
692,2009,85.7142857142857
694,1995,4.61538461538462
694,1996,4.54545454545455
694,1997,4.54545454545455
694,1998,4.54545454545455
694,1999,8.95522388059701
694,2000,12.6760563380282
694,2001,12.3287671232877
694,2002,11.1111111111111
694,2003,11.1111111111111
694,2004,10.958904109589
694,2005,9.52380952380952
694,2006,15.7894736842105
694,2007,15.7894736842105
694,2008,15.7894736842105
694,2009,15.7894736842105
278,1995,16.6666666666667
278,1996,16.6666666666667
278,1997,33.3333333333333
278,1998,33.3333333333333
278,1999,36.3636363636364
278,2000,50
278,2001,57.1428571428571
278,2002,50
278,2003,50
278,2004,50
278,2005,40
278,2006,66.6666666666667
278,2007,66.6666666666667
278,2008,83.3333333333333
278,2009,83.3333333333333
138,1995,44.8275862068966
138,1996,46.6666666666667
138,1997,46.6666666666667
138,1998,50
138,1999,50
138,2000,46.875
138,2001,46.875
138,2002,46.875
138,2003,46.875
138,2004,46.875
138,2005,43.75
138,2006,43.75
138,2007,40.625
138,2008,37.5
138,2009,37.5
142,1995,1.04166666666667
142,1996,1.03092783505155
142,1997,1.02040816326531
142,1998,1.02040816326531
142,1999,1.02040816326531
142,2000,1.02040816326531
142,2001,1.02040816326531
142,2002,1.02040816326531
142,2003,1.01010101010101
142,2004,1.01010101010101
142,2005,1.01010101010101
142,2006,1.01010101010101
142,2007,1.01010101010101
142,2008,1.01010101010101
142,2009,1.01010101010101
558,1995,36.3636363636364
558,1996,30.7692307692308
558,1997,30.7692307692308
558,1998,25
558,1999,25
558,2000,25
558,2001,22.2222222222222
558,2002,15
558,2003,15
558,2004,15
558,2005,15
558,2006,15
558,2007,12.5
558,2008,12.5
558,2009,12.5
196,1995,50
196,1996,62.5
196,1997,62.5
196,1998,62.5
196,1999,62.5
196,2000,62.5
196,2001,55.5555555555556
196,2002,55.5555555555556
196,2003,55.5555555555556
196,2004,66.6666666666667
196,2005,66.6666666666667
196,2006,66.6666666666667
196,2007,66.6666666666667
196,2008,66.6666666666667
196,2009,66.6666666666667
449,1995,0
449,1996,0
449,1997,0
449,1998,0
449,1999,0
449,2000,0
449,2001,0
449,2002,0
449,2003,0
449,2004,0
449,2005,0
449,2006,0
449,2007,0
449,2008,0
449,2009,0
564,1995,4.54545454545455
564,1996,4.54545454545455
564,1997,9.09090909090909
564,1998,9.09090909090909
564,1999,13.6363636363636
564,2000,19.047619047619
564,2001,14.2857142857143
564,2002,13.0434782608696
564,2003,12
564,2004,12
564,2005,16
564,2006,29.6296296296296
564,2007,34.6153846153846
564,2008,38.4615384615385
564,2009,38.4615384615385
283,1995,64.1025641025641
283,1996,63.75
283,1997,62.6506024096386
283,1998,60.9756097560976
283,1999,60.2564102564103
283,2000,58.9041095890411
283,2001,57.9710144927536
283,2002,61.9718309859155
283,2003,61.6438356164384
283,2004,61.7647058823529
283,2005,61.7647058823529
283,2006,61.7647058823529
283,2007,62.6865671641791
283,2008,65.1515151515152
283,2009,66.1538461538461
293,1995,33.3333333333333
293,1996,39.1304347826087
293,1997,42.3076923076923
293,1998,48
293,1999,50
293,2000,58.8235294117647
293,2001,62.5
293,2002,62.5
293,2003,60
293,2004,60
293,2005,57.1428571428571
293,2006,60
293,2007,62.5
293,2008,62.5
293,2009,62.5
566,1995,11.9047619047619
566,1996,15.2173913043478
566,1997,14.8148148148148
566,1998,15.5172413793103
566,1999,17.2413793103448
566,2000,16.9811320754717
566,2001,15.6862745098039
566,2002,14.2857142857143
566,2003,12.2448979591837
566,2004,14
566,2005,14.2857142857143
566,2006,14.2857142857143
566,2007,14.5833333333333
566,2008,14.8936170212766
566,2009,12.7659574468085
964,1995,29.7872340425532
964,1996,38
964,1997,44
964,1998,52
964,1999,60.7843137254902
964,2000,62
964,2001,66.6666666666667
964,2002,70
964,2003,69.3877551020408
964,2004,68.75
964,2005,75
964,2006,71.4285714285714
964,2007,71.4285714285714
964,2008,70
964,2009,71.4285714285714
182,1995,17.3913043478261
182,1996,17.3913043478261
182,1997,16.6666666666667
182,1998,16.6666666666667
182,1999,16.6666666666667
182,2000,20
182,2001,23.0769230769231
182,2002,26.9230769230769
182,2003,26.9230769230769
182,2004,30.7692307692308
182,2005,29.6296296296296
182,2006,29.6296296296296
182,2007,29.6296296296296
182,2008,32.1428571428571
182,2009,33.3333333333333
288,1995,52.1739130434783
288,1996,54.5454545454545
288,1997,52
288,1998,59.0909090909091
288,1999,61.9047619047619
288,2000,60
288,2001,63.1578947368421
288,2002,64.7058823529412
288,2003,61.5384615384615
288,2004,61.5384615384615
288,2005,61.5384615384615
288,2006,61.5384615384615
288,2007,64.2857142857143
288,2008,64.2857142857143
288,2009,61.5384615384615
453,1995,0
453,1996,0
453,1997,0
453,1998,0
453,1999,0
453,2000,0
453,2001,0
453,2002,0
453,2003,0
453,2004,0
453,2005,0
453,2006,0
453,2007,0
453,2008,0
453,2009,0
968,1995,19.047619047619
968,1996,20.8333333333333
968,1997,32.1428571428571
968,1998,35.4838709677419
968,1999,41.9354838709677
968,2000,53.3333333333333
968,2001,53.3333333333333
968,2002,59.2592592592593
968,2003,66.6666666666667
968,2004,66.6666666666667
968,2005,70.3703703703704
968,2006,76.9230769230769
968,2007,80.7692307692308
968,2008,77.7777777777778
968,2009,77.7777777777778
922,1995,6.63900414937759
922,1996,7.31707317073171
922,1997,7.69230769230769
922,1998,9.2
922,1999,9.01639344262295
922,2000,9.28270042194093
922,2001,9.05172413793103
922,2002,11.063829787234
922,2003,11.965811965812
922,2004,13.4782608695652
922,2005,14.3478260869565
922,2006,15.1515151515152
922,2007,16.5938864628821
922,2008,18.9189189189189
922,2009,19.0909090909091
714,1995,28.5714285714286
714,1996,28.5714285714286
714,1997,28.5714285714286
714,1998,28.5714285714286
714,1999,28.5714285714286
714,2000,14.2857142857143
714,2001,14.2857142857143
714,2002,14.2857142857143
714,2003,14.2857142857143
714,2004,28.5714285714286
714,2005,42.8571428571429
714,2006,42.8571428571429
714,2007,42.8571428571429
714,2008,57.1428571428571
714,2009,57.1428571428571
456,1995,0
456,1996,0
456,1997,0
456,1998,0
456,1999,0
456,2000,0
456,2001,0
456,2002,0
456,2003,0
456,2004,0
456,2005,0
456,2006,0
456,2007,0
456,2008,0
456,2009,0
732,1995,9.09090909090909
732,1996,9.09090909090909
732,1997,9.09090909090909
732,1998,9.09090909090909
732,1999,8.33333333333333
732,2000,8.33333333333333
732,2001,8.33333333333333
732,2002,0
732,2003,7.69230769230769
732,2004,13.3333333333333
732,2005,13.3333333333333
732,2006,20
732,2007,26.6666666666667
732,2008,26.6666666666667
732,2009,26.6666666666667
722,1995,50
722,1996,50
722,1997,50
722,1998,50
722,1999,60
722,2000,60
722,2001,63.6363636363636
722,2002,63.6363636363636
722,2003,63.6363636363636
722,2004,63.6363636363636
722,2005,63.6363636363636
722,2006,76.9230769230769
722,2007,84.6153846153846
722,2008,83.3333333333333
722,2009,83.3333333333333
576,1995,41.3793103448276
576,1996,41.3793103448276
576,1997,41.3793103448276
576,1998,48
576,1999,52
576,2000,50
576,2001,50
576,2002,54.5454545454545
576,2003,54.5454545454545
576,2004,54.5454545454545
576,2005,54.5454545454545
576,2006,54.5454545454545
576,2007,54.5454545454545
576,2008,54.5454545454545
576,2009,52.3809523809524
253,1995,18.1818181818182
253,1996,25
253,1997,46.1538461538462
253,1998,46.1538461538462
253,1999,46.1538461538462
253,2000,53.8461538461538
253,2001,58.3333333333333
253,2002,58.3333333333333
253,2003,58.3333333333333
253,2004,58.3333333333333
253,2005,63.6363636363636
253,2006,81.8181818181818
253,2007,90
253,2008,90
253,2009,90
936,1995,39.1304347826087
936,1996,41.6666666666667
936,1997,40
936,1998,40
936,1999,40.9090909090909
936,2000,55
936,2001,66.6666666666667
936,2002,83.3333333333333
936,2003,88.8888888888889
936,2004,88.8888888888889
936,2005,88.8888888888889
936,2006,88.2352941176471
936,2007,87.5
936,2008,87.5
936,2009,86.6666666666667
961,1995,11.5384615384615
961,1996,11.5384615384615
961,1997,11.5384615384615
961,1998,13.0434782608696
961,1999,14.2857142857143
961,2000,14.2857142857143
961,2001,19.047619047619
961,2002,28.5714285714286
961,2003,28.5714285714286
961,2004,30
961,2005,33.3333333333333
961,2006,33.3333333333333
961,2007,33.3333333333333
961,2008,38.8888888888889
961,2009,38.8888888888889
144,1995,1.66666666666667
144,1996,1.66666666666667
144,1997,1.58730158730159
144,1998,1.58730158730159
144,1999,1.53846153846154
144,2000,1.49253731343284
144,2001,1.44927536231884
144,2002,1.44927536231884
144,2003,1.44927536231884
144,2004,1.42857142857143
144,2005,1.42857142857143
144,2006,1.38888888888889
144,2007,1.36986301369863
144,2008,1.35135135135135
144,2009,1.35135135135135
734,1995,80
734,1996,80
734,1997,80
734,1998,80
734,1999,80
734,2000,80
734,2001,80
734,2002,80
734,2003,80
734,2004,80
734,2005,80
734,2006,80
734,2007,80
734,2008,80
734,2009,80
718,1995,33.3333333333333
718,1996,33.3333333333333
718,1997,33.3333333333333
718,1998,25
718,1999,25
718,2000,25
718,2001,25
718,2002,25
718,2003,40
718,2004,40
718,2005,40
718,2006,40
718,2007,40
718,2008,40
718,2009,40
742,1995,0
742,1996,25
742,1997,25
742,1998,25
742,1999,25
742,2000,25
742,2001,25
742,2002,25
742,2003,25
742,2004,25
742,2005,20
742,2006,16.6666666666667
742,2007,16.6666666666667
742,2008,16.6666666666667
742,2009,16.6666666666667
578,1995,5.26315789473684
578,1996,5.26315789473684
578,1997,0
578,1998,5.88235294117647
578,1999,17.6470588235294
578,2000,17.6470588235294
578,2001,17.6470588235294
578,2002,16.6666666666667
578,2003,16.6666666666667
578,2004,16.6666666666667
578,2005,15
578,2006,15
578,2007,14.2857142857143
578,2008,19.047619047619
578,2009,19.047619047619
369,1995,42.8571428571429
369,1996,42.8571428571429
369,1997,50
369,1998,44.4444444444444
369,1999,44.4444444444444
369,2000,44.4444444444444
369,2001,44.4444444444444
369,2002,44.4444444444444
369,2003,44.4444444444444
369,2004,44.4444444444444
369,2005,55.5555555555556
369,2006,55.5555555555556
369,2007,55.5555555555556
369,2008,66.6666666666667
369,2009,66.6666666666667
744,1995,35.7142857142857
744,1996,35.7142857142857
744,1997,33.3333333333333
744,1998,33.3333333333333
744,1999,33.3333333333333
744,2000,37.5
744,2001,37.5
744,2002,43.75
744,2003,43.75
744,2004,43.75
744,2005,50
744,2006,50
744,2007,50
744,2008,50
744,2009,50
186,1995,12.962962962963
186,1996,12.7272727272727
186,1997,12.280701754386
186,1998,13.7931034482759
186,1999,14.7540983606557
186,2000,15
186,2001,14.5833333333333
186,2002,19.5121951219512
186,2003,20.5128205128205
186,2004,21.0526315789474
186,2005,23.6842105263158
186,2006,35.1351351351351
186,2007,40.5405405405405
186,2008,40.5405405405405
186,2009,40.5405405405405
738,1995,54.5454545454545
738,1996,57.1428571428571
738,1997,55.5555555555556
738,1998,55
738,1999,60
738,2000,60
738,2001,60
738,2002,57.1428571428571
738,2003,54.5454545454545
738,2004,60.8695652173913
738,2005,65.2173913043478
738,2006,65.2173913043478
738,2007,64
738,2008,64
738,2009,64
746,1995,47.0588235294118
746,1996,52.9411764705882
746,1997,56.25
746,1998,60
746,1999,66.6666666666667
746,2000,66.6666666666667
746,2001,66.6666666666667
746,2002,71.4285714285714
746,2003,71.4285714285714
746,2004,71.4285714285714
746,2005,71.4285714285714
746,2006,78.5714285714286
746,2007,78.5714285714286
746,2008,76.4705882352941
746,2009,82.3529411764706
926,1995,4.16666666666667
926,1996,3.92156862745098
926,1997,8.7719298245614
926,1998,11.6666666666667
926,1999,13.3333333333333
926,2000,15.2542372881356
926,2001,17.4603174603175
926,2002,18.75
926,2003,18.4615384615385
926,2004,22.3880597014925
926,2005,27.1428571428571
926,2006,32.3943661971831
926,2007,38.5714285714286
926,2008,44.2857142857143
926,2009,45.7142857142857
298,1995,76.7441860465116
298,1996,76.7441860465116
298,1997,76.7441860465116
298,1998,74.4186046511628
298,1999,73.8095238095238
298,2000,73.1707317073171
298,2001,76.1904761904762
298,2002,80
298,2003,78.125
298,2004,76.6666666666667
298,2005,76.6666666666667
298,2006,80.6451612903226
298,2007,80.6451612903226
298,2008,80.6451612903226
298,2009,80.6451612903226
111,1995,14.6666666666667
111,1996,15.7894736842105
111,1997,15.5844155844156
111,1998,14.6666666666667
111,1999,16.6666666666667
111,2000,18.75
111,2001,20.7792207792208
111,2002,21.0526315789474
111,2003,21.3333333333333
111,2004,22.972972972973
111,2005,23.943661971831
111,2006,23.943661971831
111,2007,27.536231884058
111,2008,28.9855072463768
111,2009,32.3076923076923
927,1995,20
927,1996,27.2727272727273
927,1997,25
927,1998,23.0769230769231
927,1999,23.0769230769231
927,2000,21.4285714285714
927,2001,20
927,2002,20
927,2003,20
927,2004,18.75
927,2005,17.6470588235294
927,2006,17.6470588235294
927,2007,23.5294117647059
927,2008,23.5294117647059
927,2009,23.5294117647059
299,1995,10.2040816326531
299,1996,14.5833333333333
299,1997,16.3265306122449
299,1998,24.5283018867925
299,1999,25.4901960784314
299,2000,25.4901960784314
299,2001,24.4897959183673
299,2002,27.906976744186
299,2003,21.9512195121951
299,2004,24.390243902439
299,2005,26.1904761904762
299,2006,26.1904761904762
299,2007,23.8095238095238
299,2008,26.1904761904762
299,2009,21.9512195121951
582,1995,10.7142857142857
582,1996,10
582,1997,10
582,1998,10
582,1999,9.67741935483871
582,2000,9.67741935483871
582,2001,9.67741935483871
582,2002,9.375
582,2003,12.1212121212121
582,2004,12.1212121212121
582,2005,12.1212121212121
582,2006,8.82352941176471
582,2007,8.82352941176471
582,2008,8.57142857142857
582,2009,8.57142857142857
474,1995,0
474,1996,0
474,1997,0
474,1998,0
474,1999,0
474,2000,0
474,2001,0
474,2002,0
474,2003,0
474,2004,0
474,2005,0
474,2006,0
474,2007,0
474,2008,0
474,2009,0
NA,1995,3.03030303030303
NA,1996,2.94117647058824
NA,1997,2.85714285714286
NA,1998,2.85714285714286
NA,1999,6.06060606060606
NA,2000,8.82352941176471
NA,2001,16.6666666666667
NA,2002,18.1818181818182
NA,2003,25.531914893617
NA,2004,29.7872340425532
NA,2005,39.1304347826087
NA,2006,53.3333333333333
NA,2007,65.1162790697674
NA,2008,62.7906976744186
NA,2009,60.9756097560976
199,1995,17.0731707317073
199,1996,15.5555555555556
199,1997,15.2173913043478
199,1998,15.5555555555556
199,1999,15.2173913043478
199,2000,13.3333333333333
199,2001,14.6341463414634
199,2002,16.2162162162162
199,2003,16.6666666666667
199,2004,16.6666666666667
199,2005,21.4285714285714
199,2006,21.4285714285714
199,2007,21.4285714285714
199,2008,21.4285714285714
199,2009,21.4285714285714
636,1995,40
636,1996,50
636,1997,50
636,1998,50
636,1999,50
636,2000,50
636,2001,57.1428571428571
636,2002,57.1428571428571
636,2003,57.1428571428571
636,2004,57.1428571428571
636,2005,57.1428571428571
636,2006,62.5
636,2007,62.5
636,2008,62.5
636,2009,66.6666666666667
754,1995,50
754,1996,50
754,1997,50
754,1998,50
754,1999,50
754,2000,50
754,2001,55.5555555555556
754,2002,55.5555555555556
754,2003,55.5555555555556
754,2004,62.5
754,2005,66.6666666666667
754,2006,66.6666666666667
754,2007,77.7777777777778
754,2008,88.8888888888889
754,2009,88.8888888888889
698,1995,30
698,1996,30
698,1997,25
698,1998,25
698,1999,25
698,2000,20
698,2001,18.75
698,2002,17.6470588235294
698,2003,17.6470588235294
698,2004,20
698,2005,21.4285714285714
698,2006,23.0769230769231
698,2007,30.7692307692308
698,2008,30.7692307692308
698,2009,30.7692307692308
